open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,datetime
1063756800000,1.3667000532150269,1.3703999519348145,1.3636000156402588,1.3667000532150269,0.0,1063843199999,0.0,100,0.0,0.0,2003-09-17 00:00:00
1063843200000,1.366000056266785,1.368499994277954,1.3596999645233154,1.3615000247955322,0.0,1063929599999,0.0,100,0.0,0.0,2003-09-18 00:00:00
1063929600000,1.3619999885559082,1.3630000352859497,1.3457000255584717,1.3472000360488892,0.0,1064015999999,0.0,100,0.0,0.0,2003-09-19 00:00:00
1064188800000,1.3413000106811523,1.355299949645996,1.33650004863739,1.354200005531311,0.0,1064275199999,0.0,100,0.0,0.0,2003-09-22 00:00:00
1064275200000,1.3549000024795532,1.357699990272522,1.3458000421524048,1.3551000356674194,0.0,1064361599999,0.0,100,0.0,0.0,2003-09-23 00:00:00
1064361600000,1.35479998588562,1.3595000505447388,1.3482999801635742,1.350100040435791,0.0,1064447999999,0.0,100,0.0,0.0,2003-09-24 00:00:00
1064448000000,1.350499987602234,1.3521000146865845,1.3451000452041626,1.3494999408721924,0.0,1064534399999,0.0,100,0.0,0.0,2003-09-25 00:00:00
1064534400000,1.3493000268936155,1.3574999570846558,1.3482999801635742,1.3528000116348269,0.0,1064620799999,0.0,100,0.0,0.0,2003-09-26 00:00:00
1064793600000,1.3535000085830688,1.363800048828125,1.3497999906539917,1.3518999814987185,0.0,1064879999999,0.0,100,0.0,0.0,2003-09-29 00:00:00
1064880000000,1.3522000312805176,1.355299949645996,1.3423999547958374,1.350200057029724,0.0,1064966399999,0.0,100,0.0,0.0,2003-09-30 00:00:00
1064966400000,1.3496999740600586,1.351199984550476,1.343000054359436,1.3451000452041626,0.0,1065052799999,0.0,100,0.0,0.0,2003-10-01 00:00:00
1065052800000,1.3449000120162964,1.3513000011444092,1.3375999927520752,1.3401999473571775,0.0,1065139199999,0.0,100,0.0,0.0,2003-10-02 00:00:00
1065139200000,1.3396999835968018,1.3481999635696411,1.336899995803833,1.3430999517440796,0.0,1065225599999,0.0,100,0.0,0.0,2003-10-03 00:00:00
1065398400000,1.346500039100647,1.3481999635696411,1.3387000560760498,1.3389999866485596,0.0,1065484799999,0.0,100,0.0,0.0,2003-10-06 00:00:00
1065484800000,1.3394999504089355,1.341599941253662,1.3272000551223757,1.3312000036239624,0.0,1065571199999,0.0,100,0.0,0.0,2003-10-07 00:00:00
1065571200000,1.3312000036239624,1.3350000381469729,1.3253999948501587,1.3322999477386477,0.0,1065657599999,0.0,100,0.0,0.0,2003-10-08 00:00:00
1065657600000,1.332200050354004,1.3416999578475952,1.3279000520706177,1.3382999897003174,0.0,1065743999999,0.0,100,0.0,0.0,2003-10-09 00:00:00
1065744000000,1.3384000062942505,1.3395999670028689,1.3184000253677368,1.32260000705719,0.0,1065830399999,0.0,100,0.0,0.0,2003-10-10 00:00:00
1066003200000,1.319200038909912,1.3259999752044678,1.3179999589920044,1.3214000463485718,0.0,1066089599999,0.0,100,0.0,0.0,2003-10-13 00:00:00
1066089600000,1.3221999406814575,1.3314000368118286,1.3205000162124634,1.323199987411499,0.0,1066175999999,0.0,100,0.0,0.0,2003-10-14 00:00:00
1066176000000,1.3212000131607056,1.3305000066757202,1.3212000131607056,1.3276000022888184,0.0,1066262399999,0.0,100,0.0,0.0,2003-10-15 00:00:00
1066262400000,1.3276000022888184,1.330199956893921,1.312199950218201,1.31850004196167,0.0,1066348799999,0.0,100,0.0,0.0,2003-10-16 00:00:00
1066348800000,1.3184000253677368,1.3228000402450562,1.3113000392913818,1.3135000467300415,0.0,1066435199999,0.0,100,0.0,0.0,2003-10-17 00:00:00
1066608000000,1.315500020980835,1.3219000101089478,1.313599944114685,1.319100022315979,0.0,1066694399999,0.0,100,0.0,0.0,2003-10-20 00:00:00
1066694400000,1.319200038909912,1.3250000476837158,1.312999963760376,1.3174999952316284,0.0,1066780799999,0.0,100,0.0,0.0,2003-10-21 00:00:00
1066780800000,1.3176000118255615,1.3181999921798706,1.301900029182434,1.3034000396728516,0.0,1066867199999,0.0,100,0.0,0.0,2003-10-22 00:00:00
1066867200000,1.303500056266785,1.3111000061035156,1.3009999990463257,1.3056000471115112,0.0,1066953599999,0.0,100,0.0,0.0,2003-10-23 00:00:00
1066953600000,1.305799961090088,1.30840003490448,1.3027000427246094,1.305899977684021,0.0,1067039999999,0.0,100,0.0,0.0,2003-10-24 00:00:00
1067212800000,1.3075000047683716,1.3131999969482422,1.305500030517578,1.3108999729156494,0.0,1067299199999,0.0,100,0.0,0.0,2003-10-27 00:00:00
1067299200000,1.3107999563217163,1.31659996509552,1.3069000244140625,1.3099000453948977,0.0,1067385599999,0.0,100,0.0,0.0,2003-10-28 00:00:00
1067385600000,1.3099000453948977,1.312800049781799,1.3061000108718872,1.311900019645691,0.0,1067471999999,0.0,100,0.0,0.0,2003-10-29 00:00:00
