open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,time
1784633220000,66184.44,66204.48,66184.44,66201.59,3.75224,1784633279999,248384.5003105,2025,1.69133,111952.7028351,0,1784633220
1784633280000,66201.59,66222.0,66201.58,66221.99,7.51623,1784633339999,497619.0816275,1368,6.98749,462612.818643,0,1784633280
1784633340000,66222.0,66234.0,66221.99,66233.99,2.72412,1784633399999,180411.374647,739,0.70653,46791.8920999,0,1784633340
1784633400000,66233.99,66255.65,66218.78,66255.64,16.93919,1784633459999,1121940.9472181,1633,5.66979,375531.7481463,0,1784633400
1784633460000,66255.64,66268.0,66255.64,66267.99,3.51381,1784633519999,232828.5561718,827,2.50461,165955.595266,0,1784633460
1784633520000,66268.0,66269.7,66243.96,66246.62,10.36024,1784633579999,686493.6843882,1386,0.99267,65774.0118525,0,1784633520
1784633580000,66246.61,66262.5,66246.61,66246.61,7.50458,1784633639999,497190.8913897,1464,1.9344,128161.4543256,0,1784633580
1784633640000,66246.62,66253.99,66246.61,66253.99,5.82388,1784633699999,385823.1850043,700,3.77784,250274.6171987,0,1784633640
1784633700000,66253.99,66275.88,66253.98,66275.87,6.17799,1784633759999,409372.7276493,1119,4.42559,293256.5469927,0,1784633700
1784633760000,66275.88,66293.64,66275.87,66293.64,6.92485,1784633819999,459021.268754,1316,5.29109,350731.0619377,0,1784633760
1784633820000,66293.64,66293.64,66287.55,66287.55,6.54107,1784633879999,433605.7059326,719,3.13066,207524.3537704,0,1784633820
1784633880000,66287.56,66306.08,66287.55,66300.01,7.12457,1784633939999,472369.4891629,1328,3.33948,221403.0334518,0,1784633880
1784633940000,66300.0,66312.0,66288.22,66288.22,6.06323,1784633999999,402003.3439726,1959,2.57127,170479.9762247,0,1784633940
1784634000000,66288.23,66298.0,66278.0,66298.0,7.37473,1784634059999,488856.7204309,1278,2.22298,147359.642012,0,1784634000
1784634060000,66298.0,66319.99,66297.99,66319.98,4.08739,1784634119999,271032.4638898,781,2.83967,188298.2814022,0,1784634060
1784634120000,66319.99,66344.0,66319.98,66339.22,14.0631,1784634179999,932810.6590407,2239,8.79417,583302.0338852,0,1784634120
1784634180000,66339.23,66339.23,66319.98,66319.99,4.44621,1784634239999,294909.5663549,1183,0.96745,64168.559326,0,1784634180
1784634240000,66319.99,66334.0,66319.98,66333.99,4.78614,1784634299999,317441.5379298,985,3.55877,236032.9332832,0,1784634240
1784634300000,66334.0,66337.74,66332.76,66332.77,7.01478,1784634359999,465336.9316578,701,1.04293,69183.5081963,0,1784634300
1784634360000,66332.77,66345.14,66332.76,66340.0,10.6444,1784634419999,706151.9008737,1114,8.11751,538516.6633321,0,1784634360
1784634420000,66340.0,66344.0,66333.9,66344.0,9.21071,1784634479999,611028.9900833,1154,7.60425,504457.7395034,0,1784634420
1784634480000,66344.0,66344.13,66335.0,66335.0,5.79415,1784634539999,384384.8691307,876,2.56688,170287.2438766,0,1784634480
1784634540000,66335.01,66350.0,66335.0,66349.99,4.68665,1784634599999,310935.2488867,1149,3.39785,225427.5501076,0,1784634540
1784634600000,66350.0,66350.0,66349.99,66349.99,3.58988,1784634659999,238188.5173317,445,1.52305,101054.3675,0,1784634600
1784634660000,66350.0,66350.0,66346.23,66346.23,16.93921,1784634719999,1123882.7513886,599,5.58442,370517.3456856,0,1784634660
1784634720000,66346.24,66350.0,66344.71,66346.0,13.7085,1784634779999,909538.6407335,847,5.23581,347386.2781547,0,1784634720
1784634780000,66346.01,66346.41,66337.23,66346.4,17.34123,1784634839999,1150416.7321699,1387,13.63139,904288.9752642,0,1784634780
1784634840000,66346.41,66349.99,66324.95,66329.56,26.578,1784634899999,1763259.3496848,1701,4.77346,316651.5508148,0,1784634840
1784634900000,66329.55,66329.56,66320.6,66321.37,29.0966,1784634959999,1929849.8163948,1337,7.81659,518429.3176481,0,1784634900
1784634960000,66321.38,66321.38,66320.25,66321.24,3.87309,1784635019999,256866.1407461,906,1.72656,114506.7318925,0,1784634960
1784635020000,66321.24,66328.39,66320.25,66328.38,5.73338,1784635079999,380246.5620599,1355,1.75484,116384.4398184,0,1784635020
1784635080000,66328.39,66330.0,66328.38,66328.42,4.58067,1784635139999,303834.4239256,1714,2.4139,160113.3346689,0,1784635080
1784635140000,66328.42,66345.6,66320.0,66345.59,42.22828,1784635199999,2801123.2508059,2198,34.78597,2307444.6266941,0,1784635140
1784635200000,66345.59,66363.38,66326.0,66326.0,42.57987,1784635259999,2825253.5928863,3008,20.02654,1328773.2452428,0,1784635200
1784635260000,66326.01,66326.01,66275.62,66275.63,37.01755,1784635319999,2454696.7581381,3649,4.48451,297354.1176327,0,1784635260
1784635320000,66275.62,66304.34,66275.62,66278.12,15.42386,1784635379999,1022417.5227983,2546,3.63177,240751.0698677,0,1784635320
1784635380000,66278.13,66278.13,66255.73,66268.22,28.08802,1784635439999,1861254.612686,1565,6.80603,450999.7974698,0,1784635380
1784635440000,66268.21,66276.0,66268.21,66275.99,5.49963,1784635499999,364471.156775,915,2.6318,174410.9757227,0,1784635440
1784635500000,66276.0,66280.0,66268.21,66280.0,6.37139,1784635559999,422266.7734284,1703,3.92167,259910.5591256,0,1784635500
1784635560000,66279.99,66350.0,66279.99,66349.99,10.59032,1784635619999,702323.2004971,2271,6.5689,435590.6666611,0,1784635560
1784635620000,66350.0,66395.78,66350.0,66382.8,14.61461,1784635679999,970138.7010154,2369,4.83867,321185.1510175,0,1784635620
1784635680000,66382.81,66382.81,66359.11,66359.11,5.84638,1784635739999,387987.9981164,1699,3.11082,206439.2509331,0,1784635680
1784635740000,66359.12,66372.85,66354.04,66372.84,18.01318,1784635799999,1195405.9995417,1242,15.79542,1048232.1818722,0,1784635740
1784635800000,66372.85,66380.08,66370.0,66380.07,14.98337,1784635859999,994527.3391328,1490,13.1899,875482.506666,0,1784635800
1784635860000,66380.07,66412.98,66380.07,66392.02,23.12269,1784635919999,1535293.8119195,2595,12.07673,801858.0583066,0,1784635860
1784635920000,66392.01,66450.0,66392.01,66413.14,15.83484,1784635979999,1051808.4652664,4342,9.95341,661107.4884064,0,1784635920
1784635980000,66413.13,66413.14,66388.0,66409.99,25.44799,1784636039999,1689719.1392795,2249,19.08546,1267224.9357624,0,1784635980
1784636040000,66410.0,66413.72,66404.86,66405.74,24.7267,1784636099999,1642047.0577101,1587,21.3698,1419111.4477239,0,1784636040
1784636100000,66405.74,66411.03,66341.15,66341.15,34.27585,1784636159999,2275683.3900448,3344,26.09786,1732742.3166694,0,1784636100
1784636160000,66341.16,66406.4,66341.15,66398.23,11.25456,1784636219999,747120.1384556,4086,8.20075,544347.3930735,0,1784636160
1784636220000,66398.23,66419.78,66394.0,66419.77,4.27478,1784636279999,283872.0021374,1827,3.22697,214292.2419998,0,1784636220
1784636280000,66419.78,66446.0,66419.77,66428.0,10.11144,1784636339999,671767.1513331,3001,6.56933,436441.2515381,0,1784636280
1784636340000,66428.01,66455.85,66426.0,66453.48,11.93383,1784636399999,792920.3864969,2269,9.64646,640926.0181737,0,1784636340
1784636400000,66453.47,66453.48,66407.34,66436.0,14.90842,1784636459999,990398.640758,2840,7.47851,496795.5126232,0,1784636400
1784636460000,66435.99,66494.26,66435.99,66485.52,34.59188,1784636519999,2299601.334698,3803,28.05561,1865058.1746635,0,1784636460
1784636520000,66485.52,66497.91,66457.6,66457.61,8.37747,1784636579999,556948.8791766,2277,3.03556,201805.3135736,0,1784636520
1784636580000,66457.61,66465.59,66444.37,66465.58,28.52924,1784636639999,1895896.9416068,2571,24.65078,1638145.1096544,0,1784636580
1784636640000,66465.59,66479.98,66439.99,66440.0,65.61542,1784636699999,4359858.5903798,3329,52.00774,3455530.3259957,0,1784636640
1784636700000,66439.99,66466.59,66439.99,66466.59,10.43226,1784636759999,693229.5696014,2355,6.0531,402232.3664202,0,1784636700
1784636760000,66466.59,66467.77,66430.49,66434.62,8.54947,1784636819999,568145.9252312,2462,3.30153,219389.5859303,0,1784636760
1784636820000,66434.62,66435.73,66419.35,66419.36,6.11596,1784636879999,406285.5171611,1512,3.66704,243605.9251512,0,1784636820
1784636880000,66419.35,66440.01,66419.35,66440.0,16.94915,1784636939999,1125929.1811814,1108,15.61575,1037349.8164233,0,1784636880
1784636940000,66440.01,66465.01,66440.0,66465.01,59.27899,1784636999999,3939077.6076415,2041,46.98555,3122115.5265837,0,1784636940
1784637000000,66465.01,66465.01,66426.01,66463.99,8.31342,1784637059999,552400.1523598,3385,4.77115,317009.6055719,0,1784637000
1784637060000,66464.0,66494.09,66463.99,66494.08,7.17441,1784637119999,476984.0408719,2030,4.24307,282084.1917634,0,1784637060
1784637120000,66494.09,66518.0,66489.99,66506.89,70.29737,1784637179999,4674820.0669447,4254,50.47799,3356814.5177815,0,1784637120
1784637180000,66506.89,66556.83,66506.88,66521.99,36.64085,1784637239999,2437553.6510467,4943,28.6719,1907347.1242552,0,1784637180
1784637240000,66521.99,66522.0,66491.64,66491.64,6.8902,1784637299999,458231.9247206,2855,2.80217,186341.3122188,0,1784637240
1784637300000,66491.64,66493.98,66472.9,66493.98,6.71233,1784637359999,446269.4352981,2681,5.24634,348801.7645358,0,1784637300
1784637360000,66493.97,66555.4,66493.97,66538.17,23.3895,1784637419999,1556224.4519156,4347,15.7663,1048956.4410599,0,1784637360
1784637420000,66538.17,66600.0,66538.17,66594.91,28.19363,1784637479999,1877106.3646262,4725,19.81408,1319302.0314965,0,1784637420
1784637480000,66594.9,66612.62,66572.01,66588.01,19.63727,1784637539999,1307812.4590275,3311,11.67379,777424.2066798,0,1784637480
1784637540000,66588.02,66640.0,66588.01,66630.34,17.92157,1784637599999,1193989.8087062,3974,10.88502,725151.9779872,0,1784637540
1784637600000,66630.33,66630.34,66619.07,66629.54,8.26561,1784637659999,550694.6991826,1560,4.46516,297485.146816,0,1784637600
1784637660000,66629.53,66629.54,66593.79,66595.78,9.20538,1784637719999,613177.7183152,1835,3.18872,212378.4766887,0,1784637660
1784637720000,66595.79,66595.79,66587.96,66587.97,3.27436,1784637779999,218048.249641,1201,1.4165,94329.8502715,0,1784637720
